Fuel type,N2/N3,Weghit,Standart,COLD,% CAR,70-Motorway - City- Freeflow,80-Motorway - City- Freeflow,90-Motorway - City- Freeflow,70-Motorway - City-Heavy,80-Motorway - City-Heavy,90-Motorway - City-Heavy,70-Motorway - City- Stop & Go,80-Motorway - City- Stop & Go,90-Motorway - City- Stop & Go,50-Distributor / Secondary- Freeflow,60-Distributor / Secondary- Freeflow,70-Distributor / Secondary- Freeflow,50-Distributor / Secondary- Heavy,60-Distributor / Secondary- Heavy,70-Distributor / Secondary- Heavy,50-Distributor / Secondary- Stop & Go,60-Distributor / Secondary- Stop & Go,70-Distributor / Secondary- Stop & Go,30-Access Residential-Freeflow,40-Access Residential-Freeflow,50-Access Residential-Freeflow,30-Access Residential-Heavy,40-Access Residential-Heavy,50-Access Residential-Heavy,30-Access Residential- Stop & Go,40-Access Residential- Stop & Go,50-Access Residential- Stop & Go,90- National- Freeflow,100- National- Freeflow,110- National- Freeflow,90- National- Heavy,100- National- Heavy,110- National- Heavy,90- National- Stop & Go,100- National- Stop & Go,110- National- Stop & Go
Diesel,N3,26001 - 28000 kg,Euro 5,0.0584,0.0025,2.8433,2.3645,2.2488,3.2241,2.65,2.5739,12.8251,9.8092,9.8092,4.878,3.849,3.1474,6.0363,5.0151,3.9974,12.8251,12.8251,11.5711,8.0126,6.157,5.9293,8.3222,7.4674,6.2032,12.8251,12.8251,12.8251,1.9167,1.9273,1.9273,2.3919,2.2296,2.2296,9.8092,9.8092,9.8092
Diesel,N3,26001 - 28000 kg,Euro 6,0.0584,0.0039,0.2541,0.1478,0.1698,0.3011,0.1705,0.1368,2.142,0.8397,0.8397,0.4059,0.336,0.1646,0.5075,0.4998,0.3404,2.142,2.142,1.5914,0.9448,0.4663,0.4982,1.1372,0.6329,0.5169,2.142,2.142,2.142,0.1636,0.1829,0.1829,0.1364,0.1501,0.1501,0.8397,0.8397,0.8397
Diesel,N3,28001 - 32000 kg,Euro 0,0.0584,0.0011,10.445,11.0691,11.333,10.3307,10.6992,10.8195,23.4176,20.8509,20.8509,12.9054,12.2637,13.8689,14.1548,12.3849,13.2415,23.4176,23.4176,22.0973,17.2338,17.9501,14.061,17.4485,17.2841,16.4567,23.4176,23.4176,23.4176,11.3075,11.6641,11.6641,10.9334,11.1466,11.1466,20.8509,20.8509,20.8509
Diesel,N3,28001 - 32000 kg,Euro 1,0.0584,0.0059,7.4024,7.7398,7.8565,7.3713,7.5038,7.6127,17.726,15.4184,15.4184,9.3489,8.9377,9.7801,10.2183,9.1663,9.5374,17.726,17.726,16.4821,12.5649,12.7517,10.1391,12.7423,12.2127,11.8096,17.726,17.726,17.726,8.3332,8.5408,8.5408,7.8913,7.9971,7.9971,15.4184,15.4184,15.4184
Diesel,N3,28001 - 32000 kg,Euro 2,0.0584,0.0082,7.9823,8.1297,8.2016,7.9164,8.0092,8.1145,19.3888,16.6847,16.6847,10.0842,9.5901,10.2135,11.0045,10.1343,10.19,19.3888,19.3888,18.0669,13.8124,13.4611,10.916,14.0172,13.3633,12.5994,19.3888,19.3888,19.3888,8.7761,8.9252,8.9252,8.4175,8.441,8.441,16.6847,16.6847,16.6847
Diesel,N3,28001 - 32000 kg,Euro 3,0.0584,0.0199,6.8846,6.549,6.5358,6.4629,6.6399,6.7688,16.8386,13.9498,13.9498,7.765,7.2545,7.7698,9.1453,7.7243,7.7338,16.8386,16.8386,15.459,11.1672,10.7162,9.0395,11.4859,11.1413,9.8339,16.8386,16.8386,16.8386,6.0659,6.0685,6.0685,6.5963,6.4101,6.4101,13.9498,13.9498,13.9498
Diesel,N3,28001 - 32000 kg,Euro 4,0.0584,0.0184,3.8906,3.5585,3.4848,4.394,3.8719,3.7806,15.1488,12.5132,12.5132,6.4193,5.248,4.7212,7.8417,6.3871,5.5029,15.1488,15.1488,14.0643,10.1286,8.2322,7.719,10.4662,9.5669,8.2415,15.1488,15.1488,15.1488,3.1584,3.2476,3.2476,3.525,3.4106,3.4106,12.5132,12.5132,12.5132
Diesel,N3,28001 - 32000 kg,Euro 5,0.0584,0.0315,2.8279,2.5218,2.4622,3.1819,2.7401,2.7333,13.9244,10.6325,10.6325,5.1385,3.8861,3.3136,6.405,5.2691,4.0599,13.9244,13.9244,12.4616,8.6657,6.3445,6.3027,9.0111,7.9693,6.7142,13.9244,13.9244,13.9244,2.1606,2.2783,2.2783,2.5099,2.3851,2.3851,10.6325,10.6325,10.6325
Diesel,N3,28001 - 32000 kg,Euro 6,0.0584,0.0879,0.1548,0.204,0.2132,0.2342,0.1662,0.1795,1.9933,0.8158,0.8158,0.434,0.2971,0.2286,0.501,0.4729,0.2633,1.9933,1.9933,1.5833,0.7885,0.4212,0.497,0.8839,0.5923,0.5438,1.9933,1.9933,1.9933,0.2171,0.2377,0.2377,0.1936,0.2096,0.2096,0.8158,0.8158,0.8158
Diesel,N3,32001 - 40000 kg,Euro 0,0.0584,0.0005,10.227,10.8641,11.0993,10.1693,10.5617,10.6748,25.3491,22.2246,22.2246,12.9973,12.2982,14.1021,14.4652,12.3765,13.392,25.3491,25.3491,23.7604,17.9163,18.8139,14.3482,18.1253,18.2817,16.9742,25.3491,25.3491,25.3491,10.8704,11.2168,11.2168,10.6842,10.8611,10.8611,22.2246,22.2246,22.2246
Diesel,N3,32001 - 40000 kg,Euro 1,0.0584,0.0014,7.2452,7.5897,7.7076,7.2183,7.4084,7.4894,18.5472,15.8923,15.8923,9.3406,8.9151,9.8218,10.2894,9.1771,9.5907,18.5472,18.5472,17.3365,13.0016,13.0782,10.2024,13.2039,12.5059,12.0421,18.5472,18.5472,18.5472,8.0977,8.2954,8.2954,7.691,7.8033,7.8033,15.8923,15.8923,15.8923
Diesel,N3,32001 - 40000 kg,Euro 2,0.0584,0.0009,7.7839,8.0404,8.1232,7.8284,7.9422,8.0228,20.452,17.2999,17.2999,10.2074,9.6514,10.4209,11.1663,10.2092,10.3106,20.452,20.452,19.0208,14.2852,13.9192,11.0648,14.4845,13.6294,12.9825,20.452,20.452,20.452,8.6254,8.7497,8.7497,8.2916,8.3322,8.3322,17.2999,17.2999,17.2999
Diesel,N3,32001 - 40000 kg,Euro 3,0.0584,0.0061,6.3996,6.7695,6.6475,6.6136,6.7753,6.9579,17.2912,14.2723,14.2723,8.2595,7.6272,8.0646,9.6056,8.1254,7.9591,17.2912,17.2912,15.7587,11.7854,11.1594,9.4934,12.0443,11.0502,10.545,17.2912,17.2912,17.2912,6.2205,6.1435,6.1435,6.8139,6.6317,6.6317,14.2723,14.2723,14.2723
Diesel,N3,32001 - 40000 kg,Euro 4,0.0584,0.0057,4.0536,3.6653,3.5743,4.5591,3.9777,3.8647,15.8373,12.7181,12.7181,6.5297,5.4107,4.86,8.0996,6.4831,5.637,15.8373,15.8373,14.6203,10.4511,8.4464,7.9481,10.8017,9.6241,8.2765,15.8373,15.8373,15.8373,3.1644,3.1275,3.1275,3.6627,3.5554,3.5554,12.7181,12.7181,12.7181
Diesel,N3,32001 - 40000 kg,Euro 5,0.0584,0.0034,2.8842,2.6716,2.5859,3.3384,2.8305,2.7965,14.4624,10.9939,10.9939,5.2152,4.0687,3.4681,6.6311,5.3491,4.1596,14.4624,14.4624,12.8173,8.8119,6.5556,6.5542,9.1717,8.051,6.6185,14.4624,14.4624,14.4624,2.1798,2.1063,2.1063,2.6667,2.5646,2.5646,10.9939,10.9939,10.9939
Diesel,N3,32001 - 40000 kg,Euro 6,0.0584,0.0136,0.1628,0.1825,0.1955,0.2421,0.1508,0.1584,2.0774,0.8198,0.8198,0.3913,0.2924,0.2162,0.4725,0.4559,0.2616,2.0774,2.0774,1.3182,0.7655,0.392,0.4684,0.8682,0.5971,0.4836,2.0774,2.0774,2.0774,0.1899,0.2073,0.2073,0.1641,0.1826,0.1826,0.8198,0.8198,0.8198
Diesel,N3,>40000 kg,Euro 0,0.0584,0.0029,10.227,10.8641,11.0993,10.1693,10.5617,10.6748,25.3491,22.2246,22.2246,12.9973,12.2982,14.1021,14.4652,12.3765,13.392,25.3491,25.3491,23.7604,17.9163,18.8139,14.3482,18.1253,18.2817,16.9742,25.3491,25.3491,25.3491,10.8704,11.2168,11.2168,10.6842,10.8611,10.8611,22.2246,22.2246,22.2246
Diesel,N3,>40000 kg,Euro 1,0.0584,0.0034,7.2452,7.5897,7.7076,7.2183,7.4084,7.4894,18.5472,15.8923,15.8923,9.3406,8.9151,9.8218,10.2894,9.1771,9.5907,18.5472,18.5472,17.3365,13.0016,13.0782,10.2024,13.2039,12.5059,12.0421,18.5472,18.5472,18.5472,8.0977,8.2954,8.2954,7.691,7.8033,7.8033,15.8923,15.8923,15.8923
Diesel,N3,>40000 kg,Euro 2,0.0584,0.0023,7.7839,8.0404,8.1232,7.8284,7.9422,8.0228,20.452,17.2999,17.2999,10.2074,9.6514,10.4209,11.1663,10.2092,10.3106,20.452,20.452,19.0208,14.2852,13.9192,11.0648,14.4845,13.6294,12.9825,20.452,20.452,20.452,8.6254,8.7497,8.7497,8.2916,8.3322,8.3322,17.2999,17.2999,17.2999
Diesel,N3,>40000 kg,Euro 3,0.0584,0.0066,6.3996,6.7695,6.6475,6.6136,6.7753,6.9579,17.2912,14.2723,14.2723,8.2595,7.6272,8.0646,9.6056,8.1254,7.9591,17.2912,17.2912,15.7587,11.7854,11.1594,9.4934,12.0443,11.0502,10.545,17.2912,17.2912,17.2912,6.2205,6.1435,6.1435,6.8139,6.6317,6.6317,14.2723,14.2723,14.2723
Diesel,N3,>40000 kg,Euro 4,0.0584,0.0043,4.0536,3.6653,3.5743,4.5591,3.9777,3.8647,15.8373,12.7181,12.7181,6.5297,5.4107,4.86,8.0996,6.4831,5.637,15.8373,15.8373,14.6203,10.4511,8.4464,7.9481,10.8017,9.6241,8.2765,15.8373,15.8373,15.8373,3.1644,3.1275,3.1275,3.6627,3.5554,3.5554,12.7181,12.7181,12.7181
Diesel,N3,>40000 kg,Euro 5,0.0584,0.0073,2.8842,2.6716,2.5859,3.3384,2.8305,2.7965,14.4624,10.9939,10.9939,5.2152,4.0687,3.4681,6.6311,5.3491,4.1596,14.4624,14.4624,12.8173,8.8119,6.5556,6.5542,9.1717,8.051,6.6185,14.4624,14.4624,14.4624,2.1798,2.1063,2.1063,2.6667,2.5646,2.5646,10.9939,10.9939,10.9939
Diesel,N3,>40000 kg,Euro 6,0.0584,0.019,0.1628,0.1825,0.1955,0.2421,0.1508,0.1584,2.0774,0.8198,0.8198,0.3913,0.2924,0.2162,0.4725,0.4559,0.2616,2.0774,2.0774,1.3182,0.7655,0.392,0.4684,0.8682,0.5971,0.4836,2.0774,2.0774,2.0774,0.1899,0.2073,0.2073,0.1641,0.1826,0.1826,0.8198,0.8198,0.8198
